Fecha;Equipo_name;Torneo;Alineacion;Alineacion_contrincante;equipo;equipo_contrincante;equipo_contrincante_name;tarjetas;tarjetas_contrincante;Remates;Remates_contrincante;Remates al arco;Remates al arco_contrincante;Posesión;Posesión_contrincante;Pases;Precisión de los pases;Faltas;Faltas_contrincante;Tarjetas amarillas;Tarjetas amarillas_contrincante;Tarjetas rojas;Tarjetas rojas_contrincante;Tiros de esquina;Caíque França Godoy-Sport Recife;Hereda-Sport Recife;João Silva-Sport Recife;Francisco Alves da Silva Neto-Sport Recife;Igor Aquino da Silva-Sport Recife;Christian Rivera-Sport Recife;Zé Lucas-Sport Recife;Rodrigo Atencio-Sport Recife;Lucas Lima-Sport Recife;Chrystian Barletta-Sport Recife;Pablo Felipe Teixeira-Sport Recife;Tiros de esquina_concedidos;Posesión_contra_por_remate;tarjetas_por_falta;pases_completados;faltas_por_pases;pases_por_posesion;tirosEsquina_por_remate;tirosEsquina_por_posesion;diff_remates;diff_posesion;diff_Tiros de esquina;diff_tarjetas;diff_faltas;remates_por_pase;posesion_por_remate;posesion_por_gol;tirosEsquina_por_gol;goles_primera_mitad;goles_segunda_mitad;goles_totales;gano;empato;perdio;visitante;local;conversion_goles;conversion_arco;goles_por_pase;remates_al_arco_por_gol;Du Queiroz-Sport Recife;Carlos Alberto Gomes da Silva Filho-Sport Recife;Gonçalo Paciência-Sport Recife;Lucas Cunha-Sport Recife;Sérgio Oliveira-Sport Recife;Arthur Sousa-Sport Recife;Matheus Alexandre Anastácio de Souza-Sport Recife;Fabricio Domínguez Huertas-Sport Recife;Lenny Lobato-Sport Recife;Rafael Thyere-Sport Recife;Dalbert Henrique-Sport Recife;Julián Fernández-Sport Recife;Christian Ortiz-Sport Recife;André Felipe de Almeida Santos-Sport Recife;Felipe-Sport Recife;José Roberto Assunção de Araújo Filho-Sport Recife;Gustavo Coutinho-Sport Recife;Fábio Gonçalves-Sport Recife;Wellington Silva-Sport Recife;Thiago-Sport Recife;Luciano Castán-Sport Recife;Leonel Di Plácido-Sport Recife;Pedro Victor Martins Silva Costa-Sport Recife;Lucas André Silva da Costa-Sport Recife;Allyson Aires dos Santos-Sport Recife;Luciano Silva Santos-Sport Recife;Fábio Matheus Ribeiro Lima-Sport Recife;Helibelton Palacios-Sport Recife;Alisson Cassiano-Sport Recife;Roberto Rosales-Sport Recife;Nassom de Souza Oliveira-Sport Recife;Pedro Vilhena-Sport Recife;Riquelme-Sport Recife;Pedro Lima-Sport Recife;Alan Ruiz-Sport Recife;Romarinho-Sport Recife;Jordan-Sport Recife;Ewerthon Diógenes da Silva-Sport Recife;Jorge de Moura Xavier-Sport Recife;Francisco Edson Moreira da Silva-Sport Recife;Fabrício Daniel de Souza-Sport Recife;Wanderson Cristaldo Farias-Sport Recife;Carlos Eduardo Santos Oliveira-Sport Recife;Facundo Labandeira Castro-Sport Recife;Edison Custódio dos Santos-Sport Recife;Vágner Love-Sport Recife;Diego Souza-Sport Recife;Denis César de Matos-Sport Recife;Nathan Mendes da Silva-Sport Recife;José Sabino Chagas Monteiro-Sport Recife;Ronaldo Henrique-Sport Recife;João Peglow-Sport Recife;Renzo Azevedo Pimentel de Moura-Sport Recife;Renan dos Santos-Sport Recife;Luciano Batista da Silva Junior-Sport Recife;Victor Gabriel-Sport Recife;Juan Cláudio de Faria Xavier-Sport Recife;Helber Ítalo dos Santos-Sport Recife;Matheus de Vargas-Sport Recife;Gabriel Santos-Sport Recife
2023-07-05;Sport Recife;29;3;5;679;690;CRB;0;1;17;8;0;4;0.6;0.4;446;0.82;13;18;0;1;0;0;7;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.05;0.0;366;0.0355191256830601;610.0;0.4117647058823529;11.666666666666668;9;0.1999999999999999;4;-1;-5;0.0381165919282511;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0
2023-07-02;Sport Recife;29;3;3;679;680;Ceará;2;3;14;12;6;1;0.46;0.54;326;0.8;9;17;2;3;0;0;7;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;8;0.045;0.2222222222222222;261;0.0344827586206896;567.391304347826;0.5;15.217391304347826;2;-0.08;-1;-1;-8;0.0429447852760736;0.1428571428571428;0.23;3.5;2;0;2;1;0;0;0;1;0.1428571428571428;0.3333333333333333;0.0061349693251533;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-27;Sport Recife;29;3;3;679;688;Chapecoense;2;3;8;17;2;5;0.42;0.58;402;0.79;12;13;2;3;0;0;2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0341176470588235;0.1666666666666666;318;0.0377358490566037;757.1428571428572;0.25;4.761904761904762;-9;-0.1599999999999999;-4;-1;-1;0.0199004975124378;0.125;0.42;2.0;1;0;1;0;1;0;1;0;0.125;0.5;0.0024875621890547;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0
2023-06-22;Sport Recife;29;3;3;679;779;Juventude;0;3;16;13;8;2;0.4;0.6;401;0.85;12;14;0;2;0;1;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0461538461538461;0.0;341;0.0351906158357771;852.5;0.1875;7.5;3;-0.1999999999999999;0;-3;-2;0.0399002493765586;0.1875;0.1333333333333333;1.0;2;1;3;1;0;0;0;1;0.1875;0.375;0.0074812967581047;5.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-18;Sport Recife;29;3;3;679;681;Vila Nova;1;2;11;15;4;4;0.43;0.57;363;0.74;15;10;1;2;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.038;0.0666666666666666;269;0.0557620817843866;625.5813953488372;0.2727272727272727;6.976744186046512;-4;-0.1399999999999999;-2;-1;5;0.0303030303030303;0.0909090909090909;0.43;3.0;1;0;1;1;0;0;0;1;0.0909090909090909;0.25;0.0027548209366391;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-11;Sport Recife;29;3;0;679;666;Ponte Preta;3;1;18;7;3;1;0.65;0.35;531;0.87;10;6;3;0;0;1;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0499999999999999;0.3;462;0.0216450216450216;710.7692307692307;0.6111111111111112;16.923076923076923;11;0.3;6;2;4;0.0338983050847457;0.0555555555555555;0.65;11.0;1;0;1;0;1;0;1;0;0.0555555555555555;0.3333333333333333;0.0018832391713747;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-07;Sport Recife;29;3;6;679;686;Avaí;1;4;7;17;3;5;0.55;0.45;443;0.82;11;17;1;4;0;0;5;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0264705882352941;0.0909090909090909;363;0.0303030303030303;660.0;0.7142857142857143;9.09090909090909;-10;0.1;2;-3;-6;0.0158013544018058;0.2857142857142857;0.275;2.5;1;1;2;1;0;0;0;1;0.2857142857142857;0.6666666666666666;0.0045146726862302;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-04;Sport Recife;29;3;9;679;-1;Londrina;2;1;7;8;3;2;0.64;0.36;492;0.8;13;17;2;1;0;0;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.045;0.1538461538461538;394;0.032994923857868;615.625;1.0;10.9375;-1;0.28;2;1;-4;0.0142276422764227;0.2857142857142857;0.32;3.5;0;2;2;1;0;0;1;0;0.2857142857142857;0.6666666666666666;0.0040650406504065;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-06-01;Sport Recife;12;9;3;679;201;São Paulo;3;0;10;11;7;4;0.4;0.6;373;0.82;12;10;3;0;0;0;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0545454545454545;0.25;306;0.0392156862745098;765.0;1.0;25.0;-1;-0.1999999999999999;4;3;2;0.0268096514745308;0.3;0.1333333333333333;3.333333333333333;1;2;3;1;0;0;1;0;0.3;0.4285714285714285;0.0080428954423592;3.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-24;Sport Recife;29;3;3;679;778;Criciúma;2;1;10;19;4;5;0.55;0.45;488;0.82;9;12;2;1;0;0;6;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6;0.0236842105263157;0.2222222222222222;400;0.0225;727.2727272727273;0.6;10.909090909090908;-9;0.1;0;1;-3;0.0204918032786885;0.0;0.0;0.0;0;0;0;0;0;1;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
2023-05-20;Sport Recife;29;3;3;679;673;Botafogo RP;0;3;18;13;4;4;0.46;0.54;384;0.83;13;11;0;3;0;0;5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7;0.0415384615384615;0.0;319;0.0407523510971786;693.4782608695651;0.2777777777777778;10.869565217391305;5;-0.08;-2;-3;2;0.046875;0.1666666666666666;0.1533333333333333;1.6666666666666667;1;2;3;1;0;0;0;1;0.1666666666666666;0.75;0.0078125;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-17;Sport Recife;12;3;3;679;201;São Paulo;3;3;9;20;4;6;0.28;0.72;228;0.71;5;16;2;3;1;0;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.036;0.6;162;0.0308641975308641;578.5714285714286;0.6666666666666666;21.428571428571427;-11;-0.4399999999999999;-3;0;-11;0.0394736842105263;0.0;0.0;0.0;0;0;0;0;0;1;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-14;Sport Recife;29;3;3;679;665;Ituano;2;4;13;14;4;5;0.46;0.54;418;0.75;14;18;2;4;0;0;3;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3;0.0385714285714285;0.1428571428571428;314;0.0445859872611464;682.6086956521739;0.2307692307692307;6.521739130434782;-1;-0.08;0;-2;-4;0.0311004784688995;0.0769230769230769;0.46;3.0;1;0;1;0;1;0;1;0;0.0769230769230769;0.25;0.0023923444976076;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-10;Sport Recife;29;3;2;679;-1;Tombense FC;1;3;13;17;6;5;0.44;0.56;385;0.82;8;13;1;3;0;0;8;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;5;0.0329411764705882;0.125;316;0.0253164556962025;718.1818181818181;0.6153846153846154;18.181818181818183;-4;-0.12;3;-2;-5;0.0337662337662337;0.2307692307692307;0.1466666666666666;2.6666666666666665;2;1;3;1;0;0;0;1;0.2307692307692307;0.5;0.0077922077922077;4.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0
2023-05-07;Sport Recife;29;3;3;679;668;Guarani;1;3;22;7;6;1;0.47;0.53;432;0.82;9;13;1;3;0;0;10;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4;0.0757142857142857;0.1111111111111111;354;0.0254237288135593;753.1914893617022;0.4545454545454545;21.27659574468085;15;-0.06;6;-2;-4;0.0509259259259259;0.0909090909090909;0.235;5.0;2;0;2;1;0;0;0;1;0.0909090909090909;0.3333333333333333;0.0046296296296296;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0
2023-04-30;Sport Recife;29;3;6;679;671;Novorizontino;1;0;5;18;1;3;0.46;0.54;334;0.62;6;14;1;0;0;0;5;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;0.03;0.1666666666666666;207;0.0289855072463768;450.0;1.0;10.869565217391305;-13;-0.08;-4;1;-8;0.0149700598802395;0.0;0.0;0.0;0;0;0;0;1;0;1;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0
